日期,招商银行,中国平安,贵州茅台,五粮液,长城汽车,比亚迪,中兴通讯,海康威视,伊利股份,海天味业
2022-05-27,39.12,43.53,1755.16,157.95,34.85,288.88,24.1,32.53,37.59,72.7
2022-05-30,39.07,44.15,1778.41,166.18,34.02,298.12,24.0,32.99,37.67,74.05
2022-05-31,39.69,44.2,1804.03,171.4,33.2,295.91,24.33,33.4,38.0,76.64
2022-06-01,39.69,44.17,1788.25,170.41,33.79,299.98,24.05,33.45,36.6,75.92
2022-06-02,38.92,44.0,1786.0,169.75,35.47,301.02,24.22,32.99,36.16,74.84
2022-06-06,38.97,44.26,1788.0,172.94,36.36,318.23,24.72,34.86,36.16,75.78
2022-06-07,39.35,44.15,1817.9,174.12,35.09,314.89,24.65,34.89,36.38,80.25
2022-06-08,39.53,44.59,1865.6,178.13,37.39,327.41,24.63,35.69,37.11,81.8
2022-06-09,40.29,44.62,1853.0,176.01,35.58,322.41,24.25,34.62,37.03,78.75
2022-06-10,40.12,44.94,1900.6,177.42,36.52,348.8,24.47,34.71,37.33,79.96
2022-06-13,38.57,44.14,1856.0,172.51,38.44,348.8,24.7,34.24,37.07,78.52
2022-06-14,39.24,45.22,1871.0,173.8,41.23,343.59,24.77,34.25,37.76,79.8
2022-06-15,40.48,47.65,1875.1,177.28,39.44,335.0,25.59,35.59,38.07,81.25
2022-06-16,39.96,46.5,1877.0,177.6,38.61,336.0,25.58,35.09,38.06,81.2
2022-06-17,39.85,47.03,1951.0,181.18,39.1,338.0,25.7,34.55,38.29,83.43
2022-06-20,39.7,45.36,1942.02,183.49,38.94,342.18,25.52,35.22,37.9,83.7
2022-06-21,40.33,46.13,1945.74,181.66,38.32,341.0,25.49,36.28,37.74,84.0
2022-06-22,39.31,45.4,1936.0,178.07,37.99,339.88,24.95,35.06,37.44,82.47
2022-06-23,40.14,46.25,1957.1,180.4,40.41,353.5,25.16,35.32,37.6,83.09
2022-06-24,40.2,46.76,2009.01,185.0,39.91,351.05,24.9,35.69,38.0,84.18
2022-06-27,41.25,46.8,2010.55,193.0,40.95,349.69,25.19,35.88,38.7,87.3
2022-06-28,41.28,46.9,2036.0,199.65,42.18,352.9,25.5,36.63,38.8,87.09
2022-06-29,41.01,46.79,2030.0,192.0,38.01,331.61,25.37,36.2,38.05,86.5
2022-06-30,42.2,46.69,2045.0,201.93,37.04,333.49,25.53,36.2,38.95,90.36
2022-07-01,41.38,46.31,2029.05,203.0,37.23,329.2,25.26,35.8,38.44,90.4
2022-07-04,41.05,46.46,2018.0,201.04,36.14,336.16,25.12,35.59,37.82,90.65
2022-07-05,40.98,46.61,2033.01,198.61,35.13,333.89,24.88,36.29,37.38,90.17
2022-07-06,39.8,45.85,2002.0,194.74,35.63,336.1,24.67,34.95,37.02,90.0
2022-07-07,39.75,45.6,1990.0,191.59,37.34,349.38,24.69,33.97,36.62,88.1
2022-07-08,39.81,45.82,1999.0,192.7,35.95,338.0,24.67,34.12,36.34,87.09
2022-07-11,39.44,45.38,1963.6,189.38,34.14,324.3,24.65,32.91,36.11,84.69
2022-07-12,39.3,45.51,1948.41,190.0,33.7,309.0,24.0,32.5,36.38,84.65
2022-07-13,37.9,45.08,1958.89,193.1,33.84,309.88,23.75,32.81,35.96,85.1
2022-07-14,36.48,43.6,1953.0,190.13,33.77,323.0,23.63,32.74,36.09,84.65
2022-07-15,34.87,42.71,1949.5,189.9,34.5,338.19,23.48,31.69,35.68,83.49
2022-07-18,35.63,43.45,1951.66,187.33,35.96,337.1,24.39,31.91,36.05,84.48
2022-07-19,35.71,43.4,1943.1,188.9,35.62,331.1,25.03,31.87,36.16,84.6
2022-07-20,35.85,43.4,1950.1,189.11,35.09,331.7,25.05,31.91,36.5,85.59
2022-07-21,35.46,42.74,1939.0,186.7,34.28,324.5,25.0,31.61,36.12,83.88
2022-07-22,35.59,43.05,1947.0,185.91,35.19,329.62,25.0,31.43,36.28,84.77
2022-07-25,35.85,42.92,1944.65,188.08,33.9,322.95,24.73,32.32,36.61,84.87
2022-07-26,36.33,43.2,1950.21,190.99,34.07,325.0,24.62,32.31,36.58,84.92
2022-07-27,36.05,42.79,1919.6,188.1,33.72,325.8,24.55,32.68,36.41,83.84
2022-07-28,35.78,42.72,1898.0,187.12,33.83,325.43,24.84,32.73,36.77,85.43
2022-07-29,35.07,42.12,1898.44,178.4,34.47,320.36,24.42,31.94,35.83,82.67
2022-08-01,34.52,41.84,1890.3,178.58,36.15,330.54,24.0,31.79,35.84,81.37
2022-08-02,33.91,41.17,1879.98,175.66,34.39,326.6,23.2,30.51,35.3,81.8
2022-08-03,33.06,40.83,1885.0,174.59,33.81,321.99,23.23,30.87,35.16,81.0
2022-08-04,33.66,41.08,1916.01,176.78,32.47,326.8,23.57,31.23,35.58,82.7
2022-08-05,34.3,41.54,1923.96,179.18,31.73,324.49,25.38,32.5,36.36,83.2
2022-08-08,33.91,41.18,1911.53,177.91,32.33,321.35,25.06,32.53,36.34,82.86
2022-08-09,33.6,40.96,1910.0,176.98,32.27,319.72,25.15,32.66,36.38,82.04
2022-08-10,33.15,40.4,1876.0,174.0,31.63,308.35,24.87,32.79,35.95,78.03
2022-08-11,34.36,41.46,1906.9,177.91,31.86,315.02,25.28,33.33,36.5,79.2
2022-08-12,34.37,41.61,1928.0,178.7,31.55,311.93,25.06,33.41,36.62,79.98
2022-08-15,33.73,41.14,1919.89,176.0,31.31,315.21,24.69,31.8,36.25,79.0
2022-08-16,33.91,40.99,1917.84,175.23,31.44,318.92,24.33,31.42,36.31,78.9
2022-08-17,34.24,41.29,1918.0,176.2,31.9,327.93,24.92,31.65,36.34,79.14
2022-08-18,33.72,40.81,1895.5,173.43,31.28,326.04,24.7,31.3,36.0,78.08
2022-08-19,33.85,40.97,1895.01,173.66,30.59,319.39,24.68,30.97,35.78,78.17
2022-08-22,33.62,41.15,1893.98,171.5,33.65,323.09,24.86,30.99,35.87,78.33
2022-08-23,33.1,40.72,1870.01,168.0,34.35,321.61,24.54,30.82,35.43,77.94
2022-08-24,32.84,41.61,1854.2,167.24,33.43,309.5,23.91,30.23,35.16,77.43
2022-08-25,33.69,43.1,1885.0,169.41,34.99,309.58,24.16,29.44,35.8,78.31
2022-08-26,33.7,43.12,1898.0,170.1,35.35,315.73,24.53,29.93,36.19,79.16
2022-08-29,33.28,43.07,1878.82,165.35,33.96,313.55,24.08,29.95,35.95,78.57
2022-08-30,33.79,42.89,1870.0,164.03,34.2,310.85,24.5,29.82,36.13,78.25
2022-08-31,35.05,43.84,1924.0,167.19,33.46,287.98,24.5,29.87,35.74,80.56
2022-09-01,34.5,43.65,1880.89,163.56,32.25,286.7,24.03,29.7,34.55,78.61
2022-09-02,34.32,43.7,1875.0,161.84,31.65,282.0,24.27,29.5,33.9,78.0
2022-09-05,34.23,43.8,1835.0,159.02,31.19,268.76,24.03,28.39,33.37,76.25
2022-09-06,33.62,43.9,1845.0,160.53,31.84,272.94,24.61,28.87,33.63,76.32
2022-09-07,33.38,43.6,1818.01,158.94,32.09,282.7,24.58,28.55,33.22,75.65
2022-09-08,33.3,43.84,1815.0,159.07,30.98,278.26,24.39,28.65,33.27,75.8
2022-09-09,34.5,44.69,1844.79,161.46,31.31,279.7,24.76,28.98,33.7,79.4
2022-09-13,35.35,45.06,1879.0,163.63,32.0,284.8,25.02,29.62,33.74,81.01
2022-09-14,34.86,44.65,1869.0,162.4,31.74,278.33,25.08,29.25,33.6,81.9
2022-09-15,36.01,45.09,1880.0,164.4,30.57,269.5,24.67,28.99,33.69,81.6
2022-09-16,34.95,43.93,1859.0,161.08,28.88,265.98,24.56,29.8,32.88,80.94
2022-09-19,35.09,43.93,1871.64,163.02,29.98,270.35,23.27,29.65,32.9,81.47
2022-09-20,34.54,43.24,1878.0,165.79,29.83,274.21,23.11,30.23,32.66,80.78
2022-09-21,34.41,43.15,1848.0,163.45,29.44,270.0,23.06,30.24,32.48,79.06
2022-09-22,34.17,42.48,1820.81,158.9,28.63,268.55,22.56,29.59,32.0,78.0
2022-09-23,34.36,43.02,1834.43,159.13,28.49,266.4,22.33,29.05,32.45,77.96
2022-09-26,33.95,42.49,1863.0,162.11,28.7,272.95,21.72,28.88,32.36,79.7
2022-09-27,33.9,42.44,1888.0,170.83,29.39,273.96,22.04,29.45,33.22,81.89
2022-09-28,33.67,41.89,1883.0,169.6,28.11,265.62,21.51,30.1,33.26,83.0
2022-09-29,33.15,41.32,1880.35,168.51,28.1,264.57,21.24,30.41,33.3,84.0
2022-09-30,33.65,41.58,1872.5,169.23,27.8,252.01,21.4,30.42,32.98,82.82
2022-10-10,31.8,41.43,1786.0,158.9,26.12,251.2,20.6,29.1,32.3,75.08
2022-10-11,31.4,41.2,1779.99,158.59,26.09,255.01,20.52,29.3,32.36,73.45
2022-10-12,30.95,41.92,1760.0,156.6,26.94,262.34,21.27,29.37,32.56,72.75
2022-10-13,29.89,41.36,1699.99,153.57,26.43,258.18,21.31,29.5,32.56,75.35
2022-10-14,31.08,41.94,1737.61,159.12,26.97,264.54,21.77,30.28,32.81,74.9
2022-10-17,31.02,42.1,1718.5,157.65,27.49,260.66,22.12,31.29,33.01,75.72
2022-10-18,30.8,41.75,1705.83,158.7,27.52,273.67,22.13,31.05,32.77,74.95
2022-10-19,30.26,41.27,1648.0,154.5,26.83,267.5,21.92,30.16,32.5,71.03
2022-10-20,30.07,40.01,1643.5,154.15,26.46,263.51,22.04,30.45,30.3,71.81
2022-10-21,29.58,39.65,1624.0,152.15,26.28,266.3,22.02,30.18,29.94,70.41
2022-10-24,28.02,37.7,1501.28,143.23,27.05,255.57,21.6,29.6,28.9,67.9
2022-10-25,28.19,37.72,1479.75,142.12,27.21,257.91,21.55,29.02,29.15,69.14
2022-10-26,27.93,37.67,1464.08,143.4,27.89,257.87,22.16,29.36,29.1,67.87
2022-10-27,27.94,37.66,1401.0,137.1,29.3,255.0,22.15,29.87,28.76,63.68
2022-10-28,27.18,36.73,1360.0,137.5,28.95,239.89,21.36,28.4,25.88,61.7
2022-10-31,26.82,36.15,1350.0,133.5,29.16,246.67,22.17,28.42,25.24,59.68
2022-11-01,28.19,37.46,1462.01,142.58,29.47,261.82,22.45,28.85,26.54,64.12
2022-11-02,28.42,37.4,1471.96,143.62,30.01,267.56,22.81,29.3,27.34,66.0
2022-11-03,28.05,36.93,1439.5,140.92,29.24,267.98,22.3,29.31,26.64,66.38
2022-11-04,29.08,38.31,1516.57,150.0,31.2,280.2,23.2,30.02,27.73,69.8
2022-11-07,29.16,38.79,1507.11,151.14,30.92,278.88,23.69,29.83,27.71,72.61
2022-11-08,29.15,38.69,1484.88,147.49,30.71,276.41,23.45,29.57,27.36,70.76
2022-11-09,29.18,38.37,1459.9,145.4,30.23,269.63,22.95,28.97,27.21,69.22
2022-11-10,29.19,38.46,1475.0,145.76,30.24,260.26,22.89,28.68,27.71,70.69
2022-11-11,31.24,40.33,1528.15,150.02,30.62,268.8,23.83,29.81,28.42,72.2
2022-11-14,33.14,41.6,1533.0,150.3,30.18,263.79,24.12,30.59,28.36,72.7
2022-11-15,33.28,42.49,1588.0,154.15,30.8,267.0,24.33,31.78,29.2,72.68
2022-11-16,33.38,42.3,1585.25,154.21,30.11,261.08,24.2,31.42,29.2,73.28
2022-11-17,32.31,42.56,1567.0,152.6,29.24,257.0,24.54,31.57,29.24,73.34
2022-11-18,32.07,42.16,1567.13,153.61,29.03,254.68,25.12,32.44,29.12,71.9
2022-11-21,31.87,41.21,1519.98,148.93,29.18,254.2,25.06,32.54,28.74,72.1
2022-11-22,32.45,41.97,1539.95,150.23,28.92,250.49,25.01,31.89,28.67,71.07
2022-11-23,32.22,41.77,1549.0,149.77,28.86,251.5,24.52,31.31,28.47,70.5
2022-11-24,32.22,41.8,1519.99,147.81,28.89,249.39,24.24,31.2,28.48,70.15
2022-11-25,33.02,42.75,1522.01,147.38,28.48,245.05,24.4,30.9,28.5,70.03
2022-11-28,31.96,41.41,1509.88,147.65,28.72,245.11,23.94,30.37,28.47,70.19
2022-11-29,34.86,44.78,1599.0,155.05,29.29,248.3,24.59,31.64,29.11,70.55
2022-11-30,34.96,44.95,1599.0,156.86,31.98,259.52,24.5,31.51,28.85,70.36
2022-12-01,35.0,44.83,1630.8,164.59,32.08,266.66,25.2,32.05,29.91,74.1
2022-12-02,34.39,44.62,1633.88,163.06,31.21,262.08,25.05,31.95,29.74,75.35
2022-12-05,36.1,47.28,1664.9,168.51,31.15,263.36,26.76,33.43,30.64,76.51
2022-12-06,35.85,47.44,1688.0,175.4,31.65,267.6,26.92,34.12,31.18,80.01
2022-12-07,35.32,46.7,1684.0,173.68,31.84,273.74,26.6,33.8,31.58,81.8
2022-12-08,35.45,47.15,1687.02,174.76,31.55,274.29,26.66,33.7,31.23,80.0
2022-12-09,36.75,47.6,1730.0,183.27,31.55,274.7,26.51,34.54,31.99,80.2
2022-12-12,35.79,46.17,1739.02,178.35,30.96,269.88,26.59,34.39,31.75,79.75
2022-12-13,36.14,46.7,1750.0,179.47,31.0,269.8,26.35,34.62,31.29,80.46
2022-12-14,36.91,46.89,1770.87,184.08,30.75,266.4,26.62,34.99,31.72,81.6
2022-12-15,36.33,46.43,1786.99,181.96,31.11,271.46,26.55,34.91,31.36,80.12
2022-12-16,37.09,46.9,1786.87,182.52,30.53,270.51,26.34,34.34,31.42,80.79
2022-12-19,36.5,45.77,1773.0,179.95,30.21,266.5,25.83,34.2,31.39,80.08
2022-12-20,35.72,44.93,1715.0,172.51,29.81,261.6,25.39,33.45,30.5,77.92
2022-12-21,35.95,45.26,1739.0,174.49,29.27,260.8,25.14,33.66,30.93,78.26
2022-12-22,36.5,45.88,1768.0,179.5,30.51,259.19,24.98,34.0,30.85,78.39
2022-12-23,36.37,45.64,1771.0,180.29,29.55,252.18,25.15,34.63,31.1,80.57
2022-12-26,35.95,44.66,1742.06,178.6,30.05,262.42,25.07,34.92,30.57,79.54
2022-12-27,36.67,45.58,1733.0,181.05,30.22,262.12,25.72,34.51,31.16,79.68
2022-12-28,37.33,46.28,1733.0,180.18,29.22,254.62,25.18,34.0,30.93,80.31
2022-12-29,37.23,45.82,1719.0,178.75,29.3,254.76,25.55,34.25,30.87,78.83
2022-12-30,37.26,47.0,1727.0,180.69,29.62,256.97,25.86,34.68,31.0,79.6
2023-01-03,37.58,47.15,1730.01,178.2,29.1,260.48,25.93,34.29,30.7,77.69
2023-01-04,38.65,48.53,1725.01,178.62,28.64,259.1,26.44,33.92,30.58,77.0
2023-01-05,38.5,48.93,1801.0,189.0,29.09,265.08,26.44,34.35,31.54,79.96
2023-01-06,38.38,49.74,1803.77,190.46,29.32,266.2,26.0,33.75,31.5,79.3
2023-01-09,38.8,50.91,1841.2,195.88,29.19,263.38,25.64,33.07,31.6,80.23
2023-01-10,38.25,49.21,1854.45,195.24,30.24,266.59,25.49,33.34,32.51,80.15
2023-01-11,38.92,50.7,1844.95,194.1,29.63,268.99,26.29,32.89,32.45,78.9
2023-01-12,39.05,50.91,1834.0,193.39,29.92,277.3,26.6,32.66,32.23,79.0
2023-01-13,39.66,52.35,1887.0,198.58,29.41,278.58,26.43,33.64,32.59,82.31
2023-01-16,40.47,52.09,1912.9,206.52,29.64,273.8,26.8,34.67,33.4,85.08
2023-01-17,40.68,51.5,1908.0,202.86,29.78,269.99,26.53,34.75,33.75,84.5
2023-01-18,40.38,51.55,1893.0,205.8,29.94,269.0,26.8,35.16,32.23,83.06
2023-01-19,40.65,51.81,1880.21,205.3,29.86,270.5,26.81,36.79,32.42,80.65
2023-01-20,41.05,52.1,1860.01,208.72,30.4,270.07,27.36,36.73,32.33,79.74
2023-01-30,42.03,51.48,1888.0,217.6,31.05,281.99,27.01,37.05,33.25,80.29
2023-01-31,41.21,50.98,1845.76,209.0,30.94,285.8,26.64,35.85,32.58,79.34
2023-02-01,40.54,51.35,1844.97,210.06,32.35,304.33,26.98,36.25,32.58,79.24
2023-02-02,40.03,50.83,1836.11,212.51,32.46,302.62,26.95,36.39,32.52,79.88
2023-02-03,39.3,49.6,1818.0,210.0,32.1,295.0,27.11,36.7,32.03,78.59
2023-02-06,38.35,48.16,1795.0,201.7,31.5,289.98,26.83,36.52,31.12,78.6
2023-02-07,38.41,48.7,1797.0,203.17,31.46,289.0,27.17,37.26,31.02,78.13
2023-02-08,38.49,48.5,1784.0,199.55,31.31,285.66,26.75,36.9,31.26,77.3
2023-02-09,38.49,49.32,1818.0,207.39,31.63,288.33,27.83,37.73,31.5,77.82
2023-02-10,38.16,49.3,1810.0,204.7,31.29,281.86,28.2,36.7,31.46,77.7
2023-02-13,37.72,49.25,1856.35,212.4,31.62,282.32,28.16,36.6,31.59,78.87
2023-02-14,38.0,49.9,1843.79,209.24,32.78,281.97,28.28,36.18,31.63,78.87
2023-02-15,37.17,48.88,1841.0,211.0,32.86,279.0,29.1,36.18,31.18,78.05
2023-02-16,37.27,49.2,1861.82,210.79,32.7,277.02,29.86,37.39,30.88,78.06
2023-02-17,36.71,48.8,1820.78,208.15,32.59,271.66,27.97,36.51,30.69,78.3
2023-02-20,38.49,49.95,1875.0,212.95,32.61,272.8,29.57,38.7,31.35,79.79
2023-02-21,38.69,50.01,1867.0,210.08,34.14,274.75,30.16,38.76,31.49,80.6
2023-02-22,38.16,49.18,1836.0,207.5,34.31,270.42,30.64,38.17,31.06,80.69
2023-02-23,38.27,48.98,1818.0,205.1,35.64,270.44,29.78,37.74,31.0,80.47
2023-02-24,37.46,48.2,1788.0,201.1,34.33,267.58,30.1,37.68,30.61,79.75
2023-02-27,37.16,47.8,1810.41,204.81,34.55,259.81,31.29,37.22,30.5,81.56
2023-02-28,37.31,48.2,1813.74,204.42,34.49,260.8,32.24,38.38,30.46,82.18
2023-03-01,38.25,49.99,1838.53,207.38,35.41,265.5,32.91,39.81,31.12,82.2
2023-03-02,38.25,50.2,1828.0,206.24,34.85,263.71,32.59,39.4,31.14,81.6
2023-03-03,38.25,50.28,1818.04,205.76,34.81,263.79,31.98,39.37,31.06,80.88
2023-03-06,37.0,48.58,1807.14,204.58,34.72,264.27,32.76,39.9,30.73,80.48
2023-03-07,36.56,47.91,1788.3,200.45,33.95,260.68,31.15,38.92,29.94,77.8
2023-03-08,36.0,47.23,1770.42,199.3,33.97,256.99,31.4,39.0,29.87,77.3
2023-03-09,35.58,46.64,1770.02,198.0,33.6,256.07,32.59,38.32,29.55,75.22
2023-03-10,35.03,46.0,1750.0,195.24,30.24,243.14,32.29,37.81,29.11,75.25
2023-03-13,35.05,46.5,1762.0,198.6,28.49,240.49,34.01,39.21,29.47,76.66
2023-03-14,34.58,45.46,1766.0,195.28,27.27,239.98,33.73,38.9,29.54,75.86
2023-03-15,34.88,45.95,1750.92,192.32,26.9,238.62,33.01,39.08,29.19,75.1
2023-03-16,34.65,45.23,1751.99,191.2,26.79,234.79,32.42,38.01,29.1,75.44
2023-03-17,34.36,46.2,1742.0,188.5,26.49,237.91,34.68,40.35,28.87,74.77
2023-03-20,34.12,45.58,1729.6,185.9,26.11,235.57,33.7,41.26,28.54,74.52
2023-03-21,34.23,46.01,1775.0,192.24,26.93,239.51,33.9,41.0,28.98,74.8
2023-03-22,34.54,46.5,1773.35,191.77,27.06,243.2,35.72,42.8,28.88,75.1
2023-03-23,35.2,46.88,1774.86,194.58,27.14,245.49,36.6,44.8,29.01,74.78
2023-03-24,34.43,46.2,1778.62,193.02,27.03,246.02,35.39,44.6,29.13,74.94
2023-03-27,34.21,45.99,1767.79,190.41,27.08,243.65,34.29,43.61,29.12,74.1
2023-03-28,34.4,45.88,1781.8,192.5,28.36,245.01,34.8,42.45,29.0,74.94
2023-03-29,34.12,45.42,1790.0,195.28,27.83,247.7,34.69,42.8,28.7,74.86
2023-03-30,34.35,45.48,1800.0,198.39,28.24,257.2,31.6,41.6,29.2,75.79
2023-03-31,34.27,45.6,1820.0,197.0,27.93,256.02,32.56,42.66,29.12,76.54
2023-04-03,34.37,45.68,1802.07,195.19,27.32,255.92,32.28,42.43,28.99,77.2
2023-04-04,34.28,45.57,1814.59,196.15,26.96,250.92,32.52,44.91,29.11,78.36
2023-04-06,33.8,45.08,1796.96,190.54,26.81,250.0,33.64,43.86,28.92,76.68
2023-04-07,34.14,45.63,1790.99,189.06,27.27,249.28,37.0,45.58,29.14,76.65
2023-04-10,34.24,46.06,1771.7,184.65,27.01,251.0,35.6,45.05,28.86,75.7
2023-04-11,33.73,45.66,1745.5,180.53,26.82,249.83,35.05,44.38,28.52,75.08
2023-04-12,33.74,45.6,1694.1,175.82,26.42,243.4,36.95,46.37,28.16,74.28
2023-04-13,34.01,45.12,1723.0,177.88,25.86,242.82,34.57,45.2,28.1,73.69
2023-04-14,34.39,45.49,1713.42,175.59,27.68,246.06,34.4,44.56,27.92,73.12
2023-04-17,35.2,47.48,1753.0,178.18,29.1,249.44,33.68,43.95,28.18,73.7
2023-04-18,35.68,48.62,1758.0,178.32,29.65,249.0,34.82,43.54,28.49,74.44
2023-04-19,35.5,48.4,1759.0,176.29,29.06,250.85,35.35,43.16,28.22,73.24
2023-04-20,34.99,48.79,1741.88,173.5,28.17,245.02,37.3,41.62,28.08,72.04
2023-04-21,34.5,46.74,1725.47,172.0,27.37,243.0,36.57,39.72,28.0,71.19
2023-04-24,33.6,46.4,1705.0,168.0,27.94,253.49,38.03,39.25,27.36,70.2
2023-04-25,34.03,46.09,1730.38,169.8,26.6,244.3,36.89,37.45,27.51,70.75
2023-04-26,33.82,45.79,1743.91,168.61,26.92,251.0,35.26,37.1,27.46,68.44
2023-04-27,32.63,50.37,1757.92,169.17,27.24,258.92,34.67,37.9,27.8,69.47
2023-04-28,33.6,51.8,1760.52,169.0,26.86,255.86,35.62,37.75,29.56,70.6
2023-05-04,34.13,53.7,1749.9,168.95,26.54,252.52,33.63,37.2,29.85,69.28
2023-05-05,34.69,53.83,1750.0,173.71,26.06,250.07,33.45,36.06,29.71,69.36
2023-05-08,35.6,54.92,1720.52,171.4,26.23,254.03,34.5,35.92,30.13,68.89
2023-05-09,34.99,53.48,1722.0,174.77,26.52,250.11,33.16,35.95,29.9,68.36
2023-05-10,34.4,52.31,1725.0,173.32,28.31,259.79,32.12,36.4,29.83,68.12
2023-05-11,34.45,52.35,1717.07,172.57,28.32,263.75,31.68,36.27,29.58,67.43
2023-05-12,34.04,51.27,1706.4,169.37,27.77,260.1,31.05,35.45,29.77,67.06
2023-05-15,34.7,53.71,1716.3,172.44,28.14,264.9,31.36,35.36,30.26,67.4
2023-05-16,34.82,53.2,1703.29,170.49,27.21,265.13,31.11,35.45,30.05,66.49
2023-05-17,34.5,51.91,1701.0,169.34,26.95,261.0,31.27,35.0,29.82,64.76
2023-05-18,34.45,51.82,1691.0,168.66,26.79,259.08,32.46,35.53,29.67,64.38
2023-05-19,33.95,51.04,1699.5,170.8,26.88,259.18,32.64,35.62,29.85,64.71
2023-05-22,34.2,51.42,1746.0,177.61,27.2,265.1,32.16,35.88,30.45,66.32
2023-05-23,33.6,49.9,1724.55,174.0,26.7,262.93,31.21,36.68,30.67,65.31
2023-05-24,32.93,48.47,1710.9,170.35,26.43,261.91,31.35,36.0,30.0,64.4
2023-05-25,32.42,48.4,1701.0,168.2,24.8,255.6,32.15,34.95,29.73,63.98
2023-05-26,32.74,48.44,1690.56,170.1,23.74,246.99,33.65,35.44,29.47,64.12
2023-05-29,32.69,48.04,1689.0,168.26,22.7,244.93,34.42,34.0,29.18,63.27
2023-05-30,32.64,47.99,1668.29,165.17,23.0,252.2,34.98,35.16,29.19,61.93
2023-05-31,32.3,47.0,1628.9,161.18,22.59,253.66,35.18,34.86,28.81,60.5
2023-06-01,32.06,47.45,1635.92,163.32,22.82,255.45,35.91,35.9,29.09,50.12
2023-06-02,33.07,49.1,1670.6,167.9,23.58,259.06,36.03,35.91,29.76,50.83
2023-06-05,33.04,48.51,1665.0,165.2,23.4,258.32,36.05,36.0,29.51,49.72
2023-06-06,33.07,48.76,1666.99,165.62,23.35,260.88,35.31,34.9,29.5,49.45
2023-06-07,33.3,49.01,1650.9,164.0,23.09,256.55,35.66,34.72,29.5,49.3
2023-06-08,34.08,49.67,1668.0,164.82,23.02,255.0,35.39,34.55,29.61,49.28
2023-06-09,33.74,49.48,1666.0,164.59,23.23,258.0,36.4,32.36,29.84,48.75
2023-06-12,33.73,49.57,1696.0,170.41,23.71,260.51,35.97,31.75,29.89,49.42
2023-06-13,33.73,49.63,1699.0,173.08,24.06,261.22,36.78,33.58,28.93,50.01
2023-06-14,33.39,48.05,1726.88,177.68,24.13,263.0,36.83,33.37,29.07,50.25
2023-06-15,33.72,48.42,1755.0,182.0,24.82,271.88,37.7,33.44,29.3,51.08
2023-06-16,33.93,48.6,1797.69,184.08,24.85,271.08,39.0,35.14,29.37,51.05
2023-06-19,33.58,47.5,1744.0,177.54,25.36,269.21,39.68,36.15,29.05,50.41
2023-06-20,33.19,46.89,1743.46,174.01,25.06,268.25,43.65,36.34,28.82,50.22
2023-06-21,33.17,46.64,1735.83,171.4,25.08,267.78,42.82,35.16,28.8,49.65
2023-06-26,32.61,45.93,1709.0,166.66,25.18,262.89,41.85,33.84,28.73,48.65
2023-06-27,32.82,46.3,1711.05,166.12,25.1,260.05,44.39,34.1,28.6,48.0
2023-06-28,33.05,46.54,1728.38,166.67,24.93,260.25,42.6,33.74,28.53,47.97
2023-06-29,32.68,46.3,1713.71,163.81,25.12,255.7,45.18,33.37,28.23,47.1
2023-06-30,32.76,46.4,1691.0,163.57,25.17,258.27,45.54,33.11,28.32,46.85
2023-07-03,33.72,48.18,1724.1,167.36,26.16,267.48,45.25,33.4,29.13,48.27
2023-07-04,33.51,47.95,1730.6,168.22,26.22,271.5,44.6,34.59,29.14,48.87
2023-07-05,33.03,47.35,1715.38,165.38,25.74,267.0,43.64,34.27,28.77,47.63
2023-07-06,32.58,47.3,1702.98,164.3,25.98,268.1,43.28,33.88,28.62,46.7
2023-07-07,32.31,47.21,1690.03,163.66,25.91,264.4,42.99,33.3,28.68,45.79
2023-07-10,32.45,46.61,1700.9,164.6,25.62,263.55,42.4,34.05,28.38,46.03
2023-07-11,32.71,47.2,1710.0,165.14,26.22,269.33,43.31,34.2,28.5,45.09
2023-07-12,33.2,47.29,1713.8,165.46,26.01,265.61,41.5,34.29,28.36,44.26
2023-07-13,31.85,48.62,1738.4,172.65,25.67,267.83,42.48,34.88,28.99,45.35
2023-07-14,31.93,48.64,1753.0,171.99,25.4,264.41,44.01,34.65,28.07,45.1
2023-07-17,31.65,48.05,1729.97,169.66,25.04,264.49,44.17,34.21,27.55,45.0
2023-07-18,31.46,47.6,1722.8,168.4,25.49,265.48,42.85,34.07,27.3,44.45
2023-07-19,31.58,47.77,1723.0,168.32,25.33,264.83,42.19,34.29,27.24,44.2
2023-07-20,31.69,47.42,1724.0,168.56,24.93,264.95,40.19,33.82,27.18,44.11
2023-07-21,31.8,46.97,1771.3,171.27,25.07,264.32,40.18,33.42,27.42,44.79
2023-07-24,31.45,46.62,1771.15,169.36,24.89,257.5,41.18,32.95,27.27,43.75
2023-07-25,33.27,49.55,1828.55,179.5,26.65,264.59,40.86,34.49,27.76,44.88
2023-07-26,33.35,49.46,1828.55,177.8,26.1,262.09,39.35,34.11,27.72,45.14
2023-07-27,33.66,49.88,1838.03,178.46,25.97,261.63,39.02,34.69,27.76,44.72
2023-07-28,35.1,51.93,1897.0,181.18,28.17,267.0,39.36,35.52,28.48,45.75
2023-07-31,35.56,52.6,1880.58,181.0,29.56,272.0,39.15,36.32,28.66,46.3
2023-08-01,34.99,51.74,1889.0,179.88,29.55,268.5,39.83,36.0,28.25,46.05
2023-08-02,34.03,51.41,1880.0,177.98,30.22,268.0,39.9,35.66,28.25,45.85
